file,sentence_cleaned
asr_sinhala/data/0e/0e163f4840.flac,අපි ණය ගැතියි ඔබලාට.
asr_sinhala/data/6a/6a6c40568d.flac,ඔය පිස්සුව හැදුනම ගැලවෙන්න අමාරුයි මචෝ
asr_sinhala/data/5d/5ddd5b3c6d.flac,අයියටත් පවුලේ සැමටත්
asr_sinhala/data/fe/feb3776844.flac,සටන් පාඨ නෙමෙයි.
asr_sinhala/data/f8/f8305ef2e6.flac,උගන්වන බෞද්ධ හින්දු ආගමිකයින්ට කිරීමට අපහසු
asr_sinhala/data/20/202fabe09e.flac,ඒගමන නෝන බලල ඇවිත් කියනවා
asr_sinhala/data/34/34524fdf85.flac,අපේ කොටස් පස් වෙනවනේ
asr_sinhala/data/f2/f28e516524.flac,ඒ තවත් කලුකුමෙක් විසින්
asr_sinhala/data/d3/d32c9c9246.flac,ඔබට රසිකයන්ගේ ප්‍රතිචාරයන්ට
asr_sinhala/data/82/82897415cd.flac,සමාජයේ බලය හිමි ආගමික කණ්ඩායම්
asr_sinhala/data/80/808e685ded.flac,හොරකම් කරපු එකට
asr_sinhala/data/fe/fe610973ed.flac,බුදුරජාණන් වහන්සෙ වැඩ ඉන්නෙ.
asr_sinhala/data/f7/f76166c131.flac,නමුත් ඒ නීතිමය රාමුව මගින් කරන්නේ කුමක්ද?
asr_sinhala/data/a8/a852ade325.flac,එමෙන්ම විලාසිතා කෙරෙහි දක්වන වැඩි නැඹුරුව තුළ
asr_sinhala/data/a6/a672cf957b.flac,ඒත් මගේ කතාව
asr_sinhala/data/19/1952071b78.flac,එක්තැන් කිරීමට
asr_sinhala/data/b2/b2b087431b.flac,හිතමිත්‍රකම් ගොඩනගා ගැනීමටත්
asr_sinhala/data/8e/8e828aa0cd.flac,ශ්‍රද්ධාව මගින් ඉටුකෙරෙන ප්‍රධාන කාර්යභාරය නම්
asr_sinhala/data/af/aff866afae.flac,මංගල ශ්වේත රාත්‍රිය පැවැත්වුණා.
asr_sinhala/data/36/36453b4c64.flac,ඔය ගීතය බිහිවෙච්ච මුල් කාලෙ
asr_sinhala/data/19/19e448d84a.flac,එතැන් පටන් චෛත්‍යස්ථානයෙහි
asr_sinhala/data/d6/d61b9a017c.flac,ඉන්දියාවේ ඉඩම් හා දේපොළ සංවර්ධන ආයතන
asr_sinhala/data/70/70ae98d3f7.flac,අල්ප ආශ්වාදයක් තිබෙන දෙයක්.
asr_sinhala/data/34/3490e08653.flac,මම හිතන්නේ ඔයාලා ඔක්කොම
asr_sinhala/data/51/51d3197935.flac,පිරිමි විතරක් ඉන්න එක්ක
asr_sinhala/data/b5/b5fcdc25e9.flac,අනුරාධපුර ජය ශ්‍රී මහා බෝධියට
asr_sinhala/data/15/15b1d01596.flac,රජයේ ආයතනයක් වැයකරන මුදලයි
asr_sinhala/data/7f/7f520bf555.flac,දිනීෂ සහෝ කාලෙකට කලින් බැලුවා වුනත්
asr_sinhala/data/21/21aaa7a793.flac,හරි පුදුම ලෝකේ
asr_sinhala/data/06/06aa4e9372.flac,ඔය ප්‍රාදේශීය දේශපාලකයො ටික
asr_sinhala/data/c9/c9b992f64b.flac,මෙහිදී බැන්දේ ලණුවලින්
asr_sinhala/data/32/320edebd44.flac,සුළු ජාතිකයන් වුණා කියලා
asr_sinhala/data/5e/5eaa3fb9e9.flac,මූට බයයි හොදේ.
asr_sinhala/data/05/0545e24e9f.flac,මෙම ඇති තොරතුරු විශවාස කීරීමට පවා අපහසුය.
asr_sinhala/data/c3/c350e18997.flac,බුදුරජාණන් වහන්සේ ප්‍රමුඛ භික්ෂු සංඝයා
asr_sinhala/data/c3/c307bef337.flac,එයා කියන්නේ ලැබෙන
asr_sinhala/data/d2/d29bf1bcfa.flac,එයා ෆෝන් එක ගත්තු ගමන්
asr_sinhala/data/c7/c78f88a6cf.flac,එදා සහ අද මගෙ දේශනා
asr_sinhala/data/74/74b8c9c1db.flac,පිහිට පිළිසරණක් නැති ඇය
asr_sinhala/data/99/99b1baf47f.flac,විකල්ප සෙවීමට සිදුවෙනවා
asr_sinhala/data/d7/d74c66580f.flac,කළුබෝවිල රෝහලට ගෙන ගොස් ඇත
asr_sinhala/data/25/25ec696313.flac,ඒවා නිසියාකාරව සිදු නොවනු ඇත.
asr_sinhala/data/97/9786e54283.flac,අපට දැකගත හැකිය
asr_sinhala/data/ca/ca0b1d5b6c.flac,තලගොයා කබරගොයා කර ගන්න
asr_sinhala/data/bd/bdf6a03817.flac,මෙහෙම එකක් මම නම් කොහෙවත් දැකල නෑ
asr_sinhala/data/f8/f85e9dcae6.flac,කාටද ලක්ව අයිති කියලා.
asr_sinhala/data/fa/faf68c7d6e.flac,ෆෝන් එකට එන සිග්නල් වත්
asr_sinhala/data/39/39e5d2141f.flac,අමාත්‍යවරයා මේ බව පැවසුවේ
asr_sinhala/data/5d/5de368b3eb.flac,පසුගිය සියවස තිස්සේ දුක්විඳි ආසියාවට
asr_sinhala/data/6b/6b8ed7b8e5.flac,මට කම් නැත.
asr_sinhala/data/be/be45192662.flac,යුද්ධය නිසා අතරමං වූ සිංහල ජනතාව
asr_sinhala/data/e0/e09021ff43.flac,අනික තමයි ඉතින් ඉස්සර
asr_sinhala/data/4d/4d09d092b8.flac,අද විපක්ෂයේ උදවිය
asr_sinhala/data/08/0828804ede.flac,එය ඔහුට පමණක් ගැටලූවක්ව තිබූවක්
asr_sinhala/data/43/4339a0a6b5.flac,මට ලැබේවා.
asr_sinhala/data/36/3636b6da19.flac,තාක්ෂණයක් අවශ්‍ය වෙනවා.
asr_sinhala/data/cf/cf9eb00145.flac,බොදුණුවාට සඳකඩ පහණ සහ පියගැටපෙළ හමුවේ.
asr_sinhala/data/ef/ef53e4dbbc.flac,අනිත්‍යය කීමෙහි අරුත
asr_sinhala/data/7c/7cc341f47e.flac,මුල ඉඳන්ම ලබා දුන්නු.
asr_sinhala/data/74/74ec88d707.flac,අනතුරුව පූර්ණකාලීන එල්.ටී.ටී.ඊ සමාජිකයෙකු ලෙස
asr_sinhala/data/31/3187615224.flac,පත් කිරීමට පදනම දැමිණි.
asr_sinhala/data/05/05ddba64df.flac,ඒත මට තියෙන ප්‍රශ්නේ
asr_sinhala/data/6e/6ea7ac65b1.flac,විචලනයන් භාර ගන්නා ස්වභාවයක්
asr_sinhala/data/0c/0c5f8d0a10.flac,සුව නින්දේය
asr_sinhala/data/1c/1ca553277b.flac,පක්ෂයේ අනුශාසක ධුරය හිමි විය.
asr_sinhala/data/67/6718eeda74.flac,ලොව පුරා සිටින කිතුනු බැතිමත්හු
asr_sinhala/data/ab/ab56caabb7.flac,ඒ ටිකත් අදාල කර ගන්න හිතුනෙ.
asr_sinhala/data/a0/a0b9e112ba.flac,මේ උබේ කොමෙන්ටුවෙන්ම තෙරෙනවා
asr_sinhala/data/80/804a6d4132.flac,එකක් යයි බුදුරදුන් පැහැදිලි කරද්දී
asr_sinhala/data/26/263aa51134.flac,උන්වහන්සේ අද අකාලයේ රෝගාතුර වීම පිළිබඳව
asr_sinhala/data/40/402caa04cd.flac,අපි එකතු වුණොත්
asr_sinhala/data/0d/0d614c3231.flac,ඇදහිලිවලට වඩා
asr_sinhala/data/0a/0a30db6757.flac,ඒවායින් පිටාර යන ජලය වැව්වලට එකතු වේ
asr_sinhala/data/0a/0a72d4287d.flac,ඇත්තටම ඉලක්කයක් ඇතිව වැඩ කළොත්
asr_sinhala/data/39/3974c6ba48.flac,යනවා නම් එසේ කරන්න.
asr_sinhala/data/67/673ece3be6.flac,අසනීප තත්ත්වයේ විදෙස් රෝහලක ප්‍රතිකාර ලබමින්ය.
asr_sinhala/data/ef/efc82f31bb.flac,අනිත් උන් බලනව
asr_sinhala/data/0a/0a5765d4bb.flac,එකල්හි ජීවක උපාසකතුමා
asr_sinhala/data/e6/e694582f63.flac,අපේ ගම්තුලානේ දවසක්
asr_sinhala/data/a2/a2dbe3de97.flac,ඒක දන්න අය වෙන්න ඇති
asr_sinhala/data/e1/e12fd97804.flac,යෝග ශාස්ත්‍රයේ ඉන් ඔබ්බට විශාල ගැඹුරක් පවතිනවා.
asr_sinhala/data/10/103ca3f67e.flac,එම ශ්‍රේණියේම සිසුවකු
asr_sinhala/data/7a/7acd4f8c7f.flac,මකූටයෙහි යොදා ඇති ස්තූප ලක්‍ෂණයෙනි.
asr_sinhala/data/1b/1b2187de04.flac,වෙන ව්‍යවහාරයකට ඇවිල්ල මස් කියල
asr_sinhala/data/71/7189095049.flac,මේට්‍රික්ස් පිලිබඳ ලේඛකයාගේ කියවීම බවයි.
asr_sinhala/data/75/7576faf602.flac,විවිධ ප්‍රකාශ කොට ඇති බව
asr_sinhala/data/4b/4bdfe11dce.flac,"බොහෝ දෙනා උපත ආශ්චර්යයක්,"
asr_sinhala/data/d5/d50dca3257.flac,ෂුවර් පිට දන්න නිසා.
asr_sinhala/data/f6/f680ce86e4.flac,එහෙත් ඔබ ගැටියෙ යුත්තේ එම වචන සම්ග නොවෙයි
asr_sinhala/data/ee/ee2171d213.flac,හදිසියේම මතකෙට නැඟුණේ
asr_sinhala/data/4e/4e517a84d4.flac,සැබෑ ආර්ථික
asr_sinhala/data/49/499d38f5a1.flac,ලබල තියෙන්නේ.
asr_sinhala/data/e2/e2b07ced0d.flac,මෙසේ ශරීරයෙන් සිත ඉවතට ගොස්
asr_sinhala/data/4d/4d24bbe635.flac,රට තුළ මහත් කැළඹිලි සහගත තත්වයක් ඇති වීමයි
asr_sinhala/data/d0/d0e59b3171.flac,එගොඩ වෙනවා
asr_sinhala/data/d0/d0708f09ab.flac,නොසිතූ නොපැතූ ලෙස ඝාතනයට ලක්‌ව ඇත.
asr_sinhala/data/5e/5eccffbd9e.flac,බෝධිවංශ ගැටපදයේ තොරතුරු අනුව
asr_sinhala/data/3d/3debf610be.flac,මගේ දිහා වපර ඇහෙන් බලන නිසා
asr_sinhala/data/1d/1d42f3e52c.flac,අපේ අලුතෙන් ඉපදුණු පොඩිඑකා විදින්න ඕන නෑ
asr_sinhala/data/74/743c1df82e.flac,හැකි සෑම දිනකම වසරක් යන තෙක්
asr_sinhala/data/46/46cd0c2f75.flac,මූලිකව පදනම්වී ඇත්තේ
asr_sinhala/data/08/081d9121fc.flac,අන්න එහෙමය.
asr_sinhala/data/81/813cf87354.flac,ඇතැම් විද්‍යාඥයන් දක්වන මතයක් වන්නේ
asr_sinhala/data/ee/eed3268d2f.flac,පියවර ගැනීමට ආණ්ඩුවට ඇති ඉඩ
asr_sinhala/data/f0/f000a4b71e.flac,ක්‍රියාත්මක වීමට පසුව ඉපදුන අයවලුන් වුවත්
asr_sinhala/data/88/8801a7009c.flac,ඇත් රජා මහත් වේදනාවෙන් දෑස විවර කොට බලා සිිටිද්දී පෙනුණේ
asr_sinhala/data/19/19093b9351.flac,මේකත් ඒවගෙ තාත්වික භාවයකින් යුතු
asr_sinhala/data/1b/1b1725cf97.flac,සාමාන්‍ය ආකාරයේ කල්පිතයකට
asr_sinhala/data/38/38032d7837.flac,උන්වහන්සේලා ගැන සිත පහදවා ගන්න
asr_sinhala/data/a6/a6c77cc534.flac,ඉස්සෙල්ලාම ඉස්කෝලෙ දවස ගතකරපු හැටි ගැන හිතුවා
asr_sinhala/data/65/65f59230bc.flac,ඔයාගෙ දේවල් වල හොද අහන්න විතරයි
asr_sinhala/data/51/518580ddee.flac,ඇය සළකන්නෙ සුන්දර අවස්ථාවක් ලෙසයි.
asr_sinhala/data/f0/f0e09f8ed1.flac,සති පිරිත් දේශනයක් පැවැත්වීම
asr_sinhala/data/ca/caf75e37c2.flac,උඹලා ගැන ඇත්ත කතා කරනකොට
asr_sinhala/data/a6/a6988d555c.flac,සද්ධර්මය දේශනා කිරීමෙන්
asr_sinhala/data/c9/c951e9297e.flac,උදා වූයේ කාලාන්තරයකට පසු වය.
asr_sinhala/data/26/26672e3bc9.flac,ආදායම් මඟක්‌ බවට පත්වේ.
asr_sinhala/data/48/48129dd7b5.flac,මෙම ධාර්මික රජතුමා
asr_sinhala/data/d6/d6097cd132.flac,අපහාසකිරීම නොව
asr_sinhala/data/64/64cc4361b2.flac,ගයාන් චානුක මහතාගේ ග්‍රන්ථ රැසක්
asr_sinhala/data/d8/d82cf252be.flac,කැලණි චෛත්‍යයත් මේ එක්කම කුඩුපට්ටම්වෙලා
asr_sinhala/data/aa/aa3a2ad182.flac,ඉක්මනටම දෙන්න හොදේ
asr_sinhala/data/c3/c32d0f8124.flac,එහෙත් අතුරුදන් වීමක්
asr_sinhala/data/e5/e56b79fe2d.flac,එය සිදු වූයේ
asr_sinhala/data/27/2799cf6866.flac,පසඟ පිහිටුවා වැඳිය යුතුය.
asr_sinhala/data/8e/8efbbdd88a.flac,එහෙත් ආත්මීය වශයෙන් ගත් කළ
asr_sinhala/data/38/382ae8ce46.flac,කතරගම ඉතිහාසය පිළිබඳ විමසීමෙනි.
asr_sinhala/data/df/df5bb5a83f.flac,අපි කැනඩාවට ආවා
asr_sinhala/data/34/348bef39f7.flac,ඔයා සුපිරි කොල්ලෙක් ඈ.
asr_sinhala/data/64/64f1567195.flac,කීයක් වටිනවද මම අහනව.
asr_sinhala/data/01/0104bcca30.flac,ඇය නොදැනුවත්වම ඇගේ ඇස් දුන්නේ ඊට වෙනස් පිළිතුරකි
asr_sinhala/data/e5/e5ae54b54a.flac,ඔයාලට මේ පින්තුරේ දැක්ක ගමන්ම දන්නවානේ
asr_sinhala/data/10/100d48387c.flac,ඒ විදිහට කොච්චර වෙනස් වෙනවද?
asr_sinhala/data/30/3045cd3aa9.flac,අපේ මිනිස්සුන්ට වෙලා තියෙන්නෙ
asr_sinhala/data/bb/bb65765f1c.flac,දිනෙන් දිනම වැඩිවන බැවින්
asr_sinhala/data/4e/4e1c07d331.flac,යථාර්ථවාදී නොවන සිද්ධීන් යනු
asr_sinhala/data/3c/3c37fd3940.flac,සාමාන්‍ය විදිහට
asr_sinhala/data/5c/5ce92395e6.flac,ඔබාමා මහතාට අවශ්‍ය වී තිබේ.
asr_sinhala/data/32/32feb66ba8.flac,මහායාන ත්‍රිකාය සංකල්පයෙහි එහ
asr_sinhala/data/67/673fdd5733.flac,හීනමානයෙන් පෙලෙන්නෙකුට
asr_sinhala/data/d0/d089b1f5a1.flac,යන මහා කුමන්ත්‍රණයකින් රජුව බේරාගන්නත්
asr_sinhala/data/87/87a69111c3.flac,විහිදෙන ලියවැල් සහිත මුරගල්
asr_sinhala/data/b0/b03c992592.flac,ගමන් කරන්න අවශ්‍යම නම්
asr_sinhala/data/97/978fbd486d.flac,අයත් ප්‍රදේශයකි කතරගම.
asr_sinhala/data/20/20ef916bfa.flac,එහෙත් ඔහු නින්නාද දෙන පණිවිඩයක් ගෙනෙන
asr_sinhala/data/24/24016c21f9.flac,ආයෙත් එකතුවෙලා සංචාරයක් යමු.
asr_sinhala/data/65/65d04c7a06.flac,කෙනෙක් ඉල්ලන ඒවත් හදන්ඩ භාරගන්නේ.
asr_sinhala/data/22/227b0a1713.flac,පෙරපර දෙදිග පඬිවරුන්ගේ විවිධ මත
asr_sinhala/data/70/7082e7f534.flac,චීනය ඉන්දියාව යන රටවල් පවා
asr_sinhala/data/67/67d5e54605.flac,ඒත් ගැහැනිය හදටත් ගියා
asr_sinhala/data/0f/0f1977cf9f.flac,රජ දවස කලාකරුවන්ට
asr_sinhala/data/b4/b49bed3805.flac,කොළඹ ප්‍රකාශනය නමින් ඉදිරිපත් වෙන්නේ.
asr_sinhala/data/e6/e6afbe31da.flac,ඊට පස්සේ යස කුලපුත්‍රයාගේ තාත්තා
asr_sinhala/data/29/29de0d5032.flac,මුකුත්ම කරගන්න බැරි කෙනෙක් විතරයි දඩේට අහු වෙන්නේ.
asr_sinhala/data/c5/c5614bfc9d.flac,ඔන්න ඒක මගේ ලිස්ට් එකට දාගත්ත
asr_sinhala/data/24/245804298d.flac,චුන්දගෙන් පහර ලබන අහිංසක ඌරන් තමයි.
asr_sinhala/data/cb/cb3f313faa.flac,එය ඔබට නිසැක ලෙස
asr_sinhala/data/cf/cf4b7ddea5.flac,ගත්තට පස්සෙනේ ඒක කරන්නේ කියලා.
asr_sinhala/data/cd/cde652abd0.flac,ජනතාව එසේ කල්පනා කිරිම එක් අතකින් වරදක් ද නොවේ
asr_sinhala/data/e1/e1f635e1aa.flac,ඔන්න එකසැරේටම
asr_sinhala/data/bd/bd0c27cf8a.flac,තිසර පෙරේරාගේ අනගි ඉනිමෙන් ගොඩනැගුණු
asr_sinhala/data/67/67f9d627ca.flac,ඔවුන් තුළ විශාල අධ්‍යාත්මික ශක්තියක් ගොඩනැගුණා
asr_sinhala/data/ba/bab6ec89a0.flac,ඒත් එහෙම නෙවෙයි
asr_sinhala/data/50/5072af2cca.flac,සුළු කම්කරුවකු පවා සතුටු සිතින්
asr_sinhala/data/1c/1c3b2fd429.flac,උපාධානස්කන්ධ බවට පත් වෙනවා.
asr_sinhala/data/34/3416148f54.flac,දෙපයින් සිට මියැදෙන්නට වුණත්
asr_sinhala/data/14/14dcd2c3c6.flac,මෙහි දී ලෝකෝත්තර ධර්ම ද
asr_sinhala/data/84/84e149c27b.flac,යම් කිසි සිද්ධියක් ප්‍රකාශ කරන
asr_sinhala/data/5a/5accdf49e3.flac,අපි බලාපොරොත්තු වෙමින් සිටි ඒ දවස ඇවිල්ලා
asr_sinhala/data/6c/6c2346656d.flac,පූජා සත්කාර පැවැත්වූහ.
asr_sinhala/data/99/99ea0469db.flac,සමුදුන් ආකාරය මට අද වගේ මතකයි
asr_sinhala/data/f9/f9e2308f6f.flac,එය වාර්තාකර ඇති ආකාරයෙන්
asr_sinhala/data/28/281c544fd1.flac,ඇය මනුෂ්‍යයෙක්
asr_sinhala/data/48/4801e47b22.flac,බෞද්ධ සාහිත්‍යයේ දැක්වෙන පරිදි
asr_sinhala/data/bf/bf1e39826a.flac,රට යොමු කරන්න
asr_sinhala/data/d3/d3184e8613.flac,ලංකාවටත් වඩා ඕනෑ වුණේ ඉන්දියාවට
asr_sinhala/data/06/06b1bc4a51.flac,අදාළ සියලු කාර්යයන් පැවැරී ඇත්තේ
asr_sinhala/data/b4/b4d8f15cc6.flac,සිංහල බෞද්ධය වෙනුවෙන්නෙ.
asr_sinhala/data/96/962b5bf3b2.flac,ප්‍රඥා ගෝචරයි
asr_sinhala/data/60/604460cd91.flac,එහෙම වුණොත්
asr_sinhala/data/70/703c0873a0.flac,අවසානයේ කොහොම හරි හිරෙන්
asr_sinhala/data/87/8745cf29b9.flac,ඒවට කතාකරන්න ඉදිරිපත් වෙනවා.
asr_sinhala/data/a1/a16aeeb2d2.flac,සෞඛ්‍ය අමාත්‍යාංශය තීරණය කර ඇතැයි වාර්තා වෙයි
asr_sinhala/data/06/06ca2e67db.flac,ගිනිගනිමින් තිබුණු බැව් පැවසේ
asr_sinhala/data/bf/bfa9b7913a.flac,ඩොලර් මිලියන දෙකයි දශම දෙකයි පහයි
asr_sinhala/data/06/067b3052b3.flac,ගොඩක් සතුටට කාරණයක්.
asr_sinhala/data/7e/7e270413bf.flac,මම නම් කිසිම දිනක ප්‍රාර්ථනා කරන්නේ නෑ
asr_sinhala/data/34/3471989fa4.flac,ඒත් සිංහල සබ් එකක් එක්ක
asr_sinhala/data/53/53a73ed6d3.flac,වර්ධනය වෙමින් පවතී
asr_sinhala/data/42/42ebe11b87.flac,එය අඥාන ක්‍රියාවකි.
asr_sinhala/data/3c/3cc5a998cc.flac,"එතැන් පටන් ජාති, ජරා, මරණ ආදිය"
asr_sinhala/data/34/342e79bcb0.flac,එහිදී තම ශිල්පීය දක්ෂතාවයන්
asr_sinhala/data/e2/e204eaa412.flac,ගලව ගන්න හොඳ
asr_sinhala/data/fc/fcebb91aa8.flac,ඒ ඇලුනු සිවුරු සිරුරෙන් ගලවා ඉවත් කරති
asr_sinhala/data/84/84251ed314.flac,කිසිම සැනසිල්ලක් තිබුනෙ නෑ
asr_sinhala/data/55/5544903c44.flac,ඔබ යොදා ගෙන තියෙන්නේ
asr_sinhala/data/40/4087f7dc11.flac,බැතිමතුන් මල් පුජා කිරීමට පවා
asr_sinhala/data/a8/a80d87c5c7.flac,මේ අඩු මිළ සහිත කාර්යක්ෂම
asr_sinhala/data/7d/7dda7fee9a.flac,ඒකට ප්‍රවේශ වෙන්නට ඉස්සෙල්ල
asr_sinhala/data/ee/ee096b0d33.flac,කොහොමත් බලනවා නේ ජය වේවා.
asr_sinhala/data/6a/6acb3f43f6.flac,අභයරාජ කුමාර සූත්‍රය ඉහත සඳහන් කරුණ තව දුරටත් සනාථ කරයි.
asr_sinhala/data/86/86a148f0b3.flac,බහුතර මන්ත්‍රීවරුන් විසින්
asr_sinhala/data/7c/7c3bed5eeb.flac,ජනකලා කේන්ද්‍රයේ ඉදිකළ සත්වෝද්‍යාන
asr_sinhala/data/5f/5f36bf69f3.flac,ලොවට සත්වයන් උප්පාදනය කරන්නේ
asr_sinhala/data/29/29bcfa8501.flac,මේගොල්ල ආගමට හරවන්න
asr_sinhala/data/86/86640018c5.flac,වඩා සංකීර්ණ කටයුත්තකි.
asr_sinhala/data/30/305584b880.flac,මෙම ඝාතනය සම්බන්ධයෙන් පොලිස්‌ පරීක්‍ෂණ ආරම්භ වූයේ ඉන් පසුවය.
asr_sinhala/data/c4/c440cddb94.flac,සීකර් පොරොන්දු වෙනවා
asr_sinhala/data/1a/1a15f81d48.flac,ගිය අවුරුද්දේ අලුතෙන් හොයාගත්ත දේවල්
asr_sinhala/data/fc/fcc4cad045.flac,රටේ ආර්ථිකය පිළිබදවම
asr_sinhala/data/f2/f28499a7df.flac,සොඳුරු සල් වනයක් සහිත රමණීය බිමක් විය.
asr_sinhala/data/31/3126bfb166.flac,උඹ හිතුවේ රේසරේ නැත්නම් රැවුල කැපෙන්නේ නැහැ කියලද?
asr_sinhala/data/e1/e199e592e4.flac,එම මතවාදයන් දෙක තුළින්ම
asr_sinhala/data/7f/7fac4f1048.flac,පස්වන කාශ්‍යප රජුන් විසින් ලියැවිණි.
asr_sinhala/data/22/2289adfb05.flac,හුලන් තිබ්බත් නැතත් කොඩිය ලෙල දෙන්න විදිහක් නැත
asr_sinhala/data/35/35d1160957.flac,පරම්පරාවේ ඇති හැකියාව
asr_sinhala/data/05/058e82df1e.flac,අත ගහලා තියෙන්නෙ.
asr_sinhala/data/62/6223d4148e.flac,ඇවිත් මට සිංදු කියන්න එපා කියලා තර්ජනය කළා
asr_sinhala/data/1d/1d5a661333.flac,රටේ පාලකයන්ටත් පොදු මහජනතාවටත්
asr_sinhala/data/1b/1ba561a6f4.flac,හැකි වී නොමැත.
asr_sinhala/data/06/069f897300.flac,පියවරෙන් පියවර සටහන් කිරීමට
asr_sinhala/data/c6/c60dfe70b9.flac,අකමැති නම්
asr_sinhala/data/b6/b620f42694.flac,ඔබලාගෙ අදහස් අනුව
asr_sinhala/data/50/50c3ecb721.flac,මෙම කර්‍තව්‍යය උපමාවකින් මෙලෙස පෙන්නුම් කළ හැකිය.
asr_sinhala/data/f6/f6bf93bbe7.flac,සිසුන් වෙත ලබාදීමට කටයුතු කළ
asr_sinhala/data/7e/7e24dc86af.flac,සුව පහසු වේදනා විඳීම් සහිත අරමුණු පසුපස ලුහු බැඳීමයි.
asr_sinhala/data/f9/f9adc4f169.flac,අරාබි වසන්තය මැද පෙරදිග තුළ දැල් වූ
asr_sinhala/data/82/8263ea323d.flac,එය සංචාරකයන්ගේ ආකර්ශනීය ස්ථානයක්
asr_sinhala/data/dc/dcc9f9a493.flac,විශ්වය අනන්තයි
asr_sinhala/data/ca/ca06a62571.flac,පසු ගිය කාලයේ
asr_sinhala/data/4f/4f89ed13a7.flac,එකම රටක් තුළ ප්‍රශ්න විසඳා ගැනීමට ක්‍රියා කරන්න ඕනෑ
asr_sinhala/data/48/48600fb150.flac,මරණින් මතු සුගතිගාමි වෙයි.
asr_sinhala/data/ec/eca411f771.flac,එමෙන්ම ඩිස්නි සමාගමෙන්ද
asr_sinhala/data/c3/c3478e7a24.flac,ඇය ප්‍රකාශ කළේ.
asr_sinhala/data/b9/b929b0cd6c.flac,සීඤ්ඤො කියල නමකුත් දාල දුන්න
asr_sinhala/data/87/87f5a655f5.flac,ප්‍රථම පුරාවිද්‍යා කොමසාරිස්
asr_sinhala/data/05/05d4327b27.flac,විනාඩි ක කාලයක් ගතවිය
asr_sinhala/data/a5/a521219e5a.flac,සංස්‌ථාවට රුපියල් මිලියන දහසකට වඩා පාඩුවක්
asr_sinhala/data/70/70b0df1b93.flac,කවදත් බාධා හිරිහෑර වෑඩිය
asr_sinhala/data/d0/d0a7dff8d6.flac,නිබඳව කැප වී සිටින රංජිත් වික්‍රමසිංහ අපූරු ශ්‍රී ලාංකිකයෙකි.
asr_sinhala/data/e4/e424f92b5c.flac,අද හෙටම දැම්මා
asr_sinhala/data/0a/0a109a8aee.flac,බුදු හාමුදුරුවෝ හරකුන්ට තලද්දී දුක හිතිලා අඬල?
asr_sinhala/data/cf/cf547612bb.flac,ඔක්කොම එතකොට මේකත් දැම්මහාම
asr_sinhala/data/81/81453ff5f4.flac,තෙත් ගල්පර මත මොවුහු
asr_sinhala/data/3f/3f76473197.flac,එවැනි උසස් ආරාධනාවක් ලැබීමට තරම්
asr_sinhala/data/14/14d9c5d3a4.flac,ශක්තිමත් රෝදයක් සවිකිරීම
asr_sinhala/data/f1/f1427033c2.flac,උඹ වගේ තමන් කවුද නොදන්න
asr_sinhala/data/33/33998aeaa8.flac,එවැනි සාක්ෂි තිබියදී
asr_sinhala/data/c8/c85813f6fd.flac,එහෙත් අද පට්ට යන්නෙන් අරුත් ගැනෙන්නේ
asr_sinhala/data/fa/fa7d4868b4.flac,දැන් ඔබයි වැරැදිකාරයා වෙලා තියෙන්නෙ
asr_sinhala/data/f9/f9a8d170dd.flac,ලොකු වේදනාවක් ඇතිවෙනවා
asr_sinhala/data/e9/e928528496.flac,ගාථා සජ්ඣායනය කරන්නට පටන් ගනිති.
asr_sinhala/data/cb/cb50bf5998.flac,තේරුම් ගැනීමේ හැකියාව ඇති කෙනෙකුට
asr_sinhala/data/cd/cd54c269aa.flac,රජ වුවොත් ක්‍ෂත්‍රිය කුමාරවරු පිරිවරාගෙන හැසිරේ.
asr_sinhala/data/3f/3f3b4653a2.flac,රටක් හැටියට
asr_sinhala/data/7f/7fd3d89529.flac,ඇන තියං තුත්තිරි නැට්ටකින්
asr_sinhala/data/b9/b96ef589d5.flac,දකුණු දෙසින් අවසන් වනුයේ ස්කන්ධ කුමාර අඩවියෙනි
asr_sinhala/data/a5/a5e31b8596.flac,අමතක නොකර නිතර නිතර සිහිපත්
asr_sinhala/data/89/895846dde8.flac,එතකොට අපි වෙනසක් දැක්කා
asr_sinhala/data/68/68fca41918.flac,ඒත් වර්ෂයේ
asr_sinhala/data/bd/bd1beaf70a.flac,හැමදාම හරක් මස්
asr_sinhala/data/0f/0fe3f44d10.flac,අන්ත අසරණ වූ මොහොතේ පවා
asr_sinhala/data/62/627d346426.flac,එකෙත් තව එක කොටසයි එන්න තියෙන්නේ
asr_sinhala/data/46/4693eed0ae.flac,මට පෙනී ගිය නිසා.
asr_sinhala/data/00/00868a93c4.flac,විමර්ශනය කිරීම අරුමයක් ද නොවේ
asr_sinhala/data/23/2323cae235.flac,මේ අතරින් අමරාවතිය දැක බලාගැනීමේ වාසනාව
asr_sinhala/data/c0/c04f434c5d.flac,තුණුරුවන්ගේ සරණත් සියලු දෙවි ‍රැකවරනත් ලැබේවා
asr_sinhala/data/ec/ecff28530f.flac,අයියේ මේ ඔයා කියපු දේවල්
asr_sinhala/data/0f/0fa4d5d991.flac,ඇතැම්හු විශ්වාස කරති.
