sentence_cleaned,file
කතන්දර කියන්නේ,asr_sinhala/data/4b/4be7d2d10a.flac
ගැටලුව නිරාකරණය වී,asr_sinhala/data/2b/2b78c1a497.flac
ද සිහි කරයි.,asr_sinhala/data/49/4926858ffd.flac
කරමු නේ ජය වේවා,asr_sinhala/data/73/73e0c97944.flac
වැටුප් සඳහා යෙදවෙන,asr_sinhala/data/05/051bb73be9.flac
පක්ෂත් හෑල්ලු වෙනවා,asr_sinhala/data/1c/1c57686297.flac
අද මුල් වතාවට ගෙන්න යන්නේ හින්දි චිත්‍රපටියක් හැදෙන හැටි,asr_sinhala/data/e3/e33d8a8bc2.flac
ළමයින්ට ඒක ආශීර්වාදයක් වුනා.,asr_sinhala/data/39/39520bdad9.flac
යන ක්‍රමයක් තමා උන්වහන්සේ වදාළේ.,asr_sinhala/data/eb/eb443001b2.flac
යතු කැටේ අතට අරගෙන,asr_sinhala/data/ec/ecc61361a0.flac
ඇස් රෝගයක් හට ගත්තා.,asr_sinhala/data/0d/0df9192f26.flac
තාම මාසෙ පටන්ගත්තා විතරයි,asr_sinhala/data/e5/e5a6de1eab.flac
යෝග ශාස්ත්‍රයේ කියවෙන්නේ,asr_sinhala/data/da/daf147ce9e.flac
බොහෝ සූත්‍ර දේශනාවන්හි,asr_sinhala/data/5c/5c2060fedd.flac
ආර්ථිකය තුළ මුල් බැස තිබේ.,asr_sinhala/data/1f/1f18cfc265.flac
ශ්‍රී ලංකාව බැහැර කොට ඇත,asr_sinhala/data/07/07031079ca.flac
ගැලවුණොත් පොලොවට වැටෙනවා,asr_sinhala/data/61/614125fdd7.flac
අද ජනාධිපතිතුමා ලඟට යනකන්,asr_sinhala/data/23/23cd4b0d01.flac
පුරාවිද්‍යා දෙපාර්තමේන්තුව අවධානය යොමු කරන්නේ නම් ඉතා මැනැවි.,asr_sinhala/data/88/883e988458.flac
පෞද්ගලික අංශ විසින් රාජ්‍ය ගිල ගන්නා බව,asr_sinhala/data/ee/ee3af7b67b.flac
සිංහල බෞද්ධය වෙනුවෙන්නෙ.,asr_sinhala/data/b4/b4d8f15cc6.flac
භාග්‍යවතුන් වහන්සේ තම ශ්‍රාවක සමූහයාට,asr_sinhala/data/67/67c285c442.flac
හැබැයි වෙලාව හොයාගන්න එකත්,asr_sinhala/data/f2/f2893fce10.flac
කාලතුවක්කු ප්‍රහාර නිතිපතා සිදුවන,asr_sinhala/data/9a/9ab45a7007.flac
ඔබට සුභම සුභ නව වසරක් වේවා,asr_sinhala/data/73/73be29585b.flac
මේක යටත් විජිත කාලෙන් එන,asr_sinhala/data/c2/c2565a088c.flac
අපරිහානීය ධර්ම සතක් දේශනා කළ සේක.,asr_sinhala/data/30/30a821a8d1.flac
2012 වසර වන විට,asr_sinhala/data/f5/f5f19ed6f2.flac
එනම් වයසැති තම දුවගේ දගකාර යෙහෙලියක්,asr_sinhala/data/5d/5d328c0d58.flac
ඇත්තටම අගය කරන්න ඕන,asr_sinhala/data/e0/e08cb0cac9.flac
කතාවේ ආරම්භය මෙහෙම වුණාට,asr_sinhala/data/d7/d7c451cbcf.flac
ඔබතුමා අප රටේ කරන චාරිකාවේ දී,asr_sinhala/data/97/9750531ccf.flac
රැකියාව සමඟම සංස්කෘතියට හුරුවීම,asr_sinhala/data/a9/a9850dae32.flac
රටේ සාමාන්‍ය මිනීමැරුම් වලට,asr_sinhala/data/ba/bab69cd84a.flac
අන්තිමයට තමන්ගෙ ඔලුවෙ තියෙන්නෙ,asr_sinhala/data/d1/d1989a4c2a.flac
ඉතින් මේ යාලුවො දෙන්නා එදා,asr_sinhala/data/97/976ff0db58.flac
දියවඩන තනතුරට පත් කරන ලද්දේ,asr_sinhala/data/37/373db56101.flac
ඇය කටයුතු කරන්නට වුවාය.,asr_sinhala/data/d0/d0e6bcce3c.flac
සිංහල වචන කතා කරන අයට කියන්න.,asr_sinhala/data/ef/efe68852c6.flac
පොඩි ආඩම්බරකමකුත් එනවා.,asr_sinhala/data/0d/0d25cb4158.flac
යන විශ්වාසය නිසා,asr_sinhala/data/5d/5d043736be.flac
ට උත්සාහ දරන පුද්ගලයාට උදාකරන්නේ දුකක්මය.,asr_sinhala/data/2e/2ef47a61e7.flac
චරිතය ඉන්න මානසික පීඩනය,asr_sinhala/data/20/207600e523.flac
යම් සමාජයක ගැහැණිය පුදනු ලබන ආකාරය,asr_sinhala/data/00/0070ac181b.flac
නිවන් සුව ලැබෙනවාට සැක නැහැ.,asr_sinhala/data/ee/ee1659b868.flac
ඔයා ගෙ මහ ලොකු කතාවෙ තියෙන දේ,asr_sinhala/data/7d/7d3dccdfdc.flac
මොකද රත්නපුරේ කියන්නේ සමන් දෙවියන්ගේ අඩවිය නේ.,asr_sinhala/data/62/6256fe831a.flac
මිනිස් ලොව ඉන්න මිනිසුන් ප්‍රමාණය ඉතා ස්වල්පයි.,asr_sinhala/data/7e/7eaa9213ff.flac
ඔබට කීම මිස,asr_sinhala/data/a7/a7b079b524.flac
මම හසුවන නිසායි.,asr_sinhala/data/ca/caf021bb39.flac
යම්කිසි රජයක් පෙරලන්න ඕන නම්,asr_sinhala/data/43/43afe53fb7.flac
උත්තිය රජු විසින් ඒ වන විට,asr_sinhala/data/69/69318ea150.flac
මොකද මට වුණේ,asr_sinhala/data/68/68f588dfcb.flac
හොයන්න සිංහල ශබ්ද කෝෂේ පෙරලන්න,asr_sinhala/data/44/442c125424.flac
එමෙන් ම ශඨ කපට මායා නැති,asr_sinhala/data/75/7526793a0c.flac
උත්සාහ ගන්නවා.,asr_sinhala/data/f8/f89e3e130a.flac
ඒත් මේ චිත්‍රපටයේ,asr_sinhala/data/50/5048b4728b.flac
ඒක ජනතාවට පැහැදිලි වුනා.,asr_sinhala/data/06/06d86c0b58.flac
මුළු ලෝකයෙන්ම දුම්කොළය ප්‍රතික්‍ෂේපිත දෙයක් බව,asr_sinhala/data/f3/f30f64712d.flac
ඒත් තමන්ටම,asr_sinhala/data/9d/9d535ab27a.flac
උන්වහන්සේගේ සිතෙහි අමුතු සතුටක්,asr_sinhala/data/bc/bcb96c020e.flac
සිංහල බෞද්ධයන්ට ජය වේවා,asr_sinhala/data/12/1238f40d44.flac
අපි ඔයත් එක්ක ඉන්නවා හැමදාමත්.,asr_sinhala/data/22/229c3e033d.flac
නමුත් මං හිතන්නේ,asr_sinhala/data/04/0413977b77.flac
කර්මය යැයි කියන්නේ චේතනාවටයි.,asr_sinhala/data/60/60d287b152.flac
ඒ අඟපසඟවල නොවන බවත්,asr_sinhala/data/9d/9dbcca0db9.flac
උතුරු පළාතේ හමුදා කඳවුරුවලට පවතින්න,asr_sinhala/data/fc/fcc4c3e650.flac
හැබැයි අම්මටයි තාත්තටයි,asr_sinhala/data/85/8552827541.flac
එයාලගෙ මන්ද මානසික තත්ත්වය.,asr_sinhala/data/19/1952bdb618.flac
ෂෝගුන් අධිරාජයටත් එක් නපුරු බලවේගයකට මුහුණ දෙන්න වෙනවා,asr_sinhala/data/60/60417fd3fc.flac
ඔබ සියලු දෙනාට ජයවේවා බොහොම ස්තුතියි .,asr_sinhala/data/5e/5e22cd8b2b.flac
පසුගාමී පියවරක් ලෙස.,asr_sinhala/data/50/5087493465.flac
මනාකොට හසුරුවන්න පටන් ගන්නවා.,asr_sinhala/data/4d/4d92bd87fa.flac
"මෙය විකාර, මනෝරාජික අදහසක් බවයි.",asr_sinhala/data/e8/e877c09bad.flac
එකක් වත් බටහිරයන්ද පරම සත්‍ය ලෙස පිලි නොගනී,asr_sinhala/data/d4/d4b92c559c.flac
මැරුණේ තමන්ගෙ බෙහෙත් වලින්ද කියල දැනගන්න,asr_sinhala/data/7b/7b188d8879.flac
අනේ ඇත්තට සමාජ වාදය,asr_sinhala/data/c9/c9a39123bf.flac
අලූතෙන් අකුසල් උපද්දවන්නේ නැතුව,asr_sinhala/data/d8/d808d224e9.flac
මේකෙ ඉන්න නලු නිලියන් නම් එච්චර ප්‍රසිද්ධ අය නෙවෙයි.,asr_sinhala/data/af/af6cb6d9c7.flac
මතකෙ තිබුණා.,asr_sinhala/data/00/00083472df.flac
අනිවා කතා දෙකක් නෑ,asr_sinhala/data/31/3115ee0e7a.flac
ඇතැම් වකුගඩු රෝගවලට හේතුව කැඩ්මියම් වෙයි.,asr_sinhala/data/e6/e64759ddb2.flac
මොකද වෙන්නේ,asr_sinhala/data/84/84fe188791.flac
මෙම නීතිය නැවත ක්‍රියාත්මක කිරිමට හේතු වු ප්‍රධාන කාරණා පහත පරිදි වේ.,asr_sinhala/data/d8/d8fd3c7ef2.flac
මුල් භාගයේදී ඉරානයට විශාල වශයෙන් බලපා තිබිණි,asr_sinhala/data/fb/fbada1f816.flac
අහසේ යන ගොළුබෙල්ලාට අත වනන්ට,asr_sinhala/data/35/353b019a95.flac
මොකද අසූව දශකයේ අග භාගයේ,asr_sinhala/data/51/5196d73330.flac
කණ්ඩායමක් වෙන්න ඕන කියලා.,asr_sinhala/data/6b/6b4cb4f2ac.flac
කිසියම් කලාවක් මිහිරියාවක් පැවතිය යුතුයි.,asr_sinhala/data/11/1153644802.flac
බලපත්‍රය ඉඩමේ නමට නිකුත් කළහොත්,asr_sinhala/data/95/95abfad963.flac
දුම් දමමින් දිළිසෙමින් අහසින් අවුත්,asr_sinhala/data/b2/b203858952.flac
පාලි භාෂාව,asr_sinhala/data/be/be9516eef7.flac
දාලා තියෙන්නේ.,asr_sinhala/data/10/10eed90798.flac
ඉඩ සලස්වා දෙන එකයි මේ කරන්නේ,asr_sinhala/data/e3/e3aeea64f0.flac
මේ චිත්‍රපටය නිර්මාණය කළේ,asr_sinhala/data/65/657cdc6e01.flac
ප්‍රධානත්වය ඉසිලූ මහා කාශ්‍යප මහරහතන් වහන්සේ,asr_sinhala/data/50/5011818efa.flac
ආත්ම පරිත්‍යාග කිරීමේ පුවත්,asr_sinhala/data/a6/a6a52f6926.flac
අපව යම්කිසි දෙයකින් හසුරුවනවා කියලා,asr_sinhala/data/7c/7c45bc3d73.flac
භික්‍ෂු අධ්‍යාපන ක්‍රමයක් විය යුතුයි.,asr_sinhala/data/be/be9fe742b1.flac
ගින්දර භයානකයි කියලා,asr_sinhala/data/cb/cbc931e574.flac
ඕනෙම මතයක් අදහසක්,asr_sinhala/data/26/26bb809f2c.flac
ඉඩ දෙන්න ඔබේ සහෘදයාට,asr_sinhala/data/9d/9d9de8d542.flac
"මහාසාර,",asr_sinhala/data/7b/7b1b206ec1.flac
ප්‍රතිචාරයක් දාලා යන්නකෝ.,asr_sinhala/data/1f/1f83188bd1.flac
ඉතින් ඒ වෙලාවේ ඔයාලා වෙනුවෙන්,asr_sinhala/data/37/37868f0f3e.flac
ආයුධ මිලදී ගැනීම සඳහා යොදවයි,asr_sinhala/data/45/45af7759f5.flac
එම වරද සිදු කළ පුද්ගලයා තුළ,asr_sinhala/data/1b/1bc88029ed.flac
බොහොම ස්තූතියි.,asr_sinhala/data/e6/e6b64d74c2.flac
පැමිණිලි ඉදිරිපත් නොවීම හේතුවෙන්,asr_sinhala/data/12/125b1017af.flac
ඔය ඔක්කටම වඩා,asr_sinhala/data/d9/d98cd81efe.flac
මේක පිලිබඳව යම් දැනුවත් කිරිමක් කලයුතුයි සිතනවා.,asr_sinhala/data/26/261cee455e.flac
එහෙත් අධිකරණ තීන්දුව මත පදිංචි වූ,asr_sinhala/data/b6/b60d7bfd7e.flac
නොවැලැක්විය හැක්කකි,asr_sinhala/data/81/81bd24a83e.flac
ගැබිණි කාන්තාවක් සඳහා,asr_sinhala/data/ee/eee526a338.flac
අර පැය දෙකෙන්,asr_sinhala/data/fd/fd7776a700.flac
ඔය පෝසත් නැන්දාත්,asr_sinhala/data/73/73849c3940.flac
ගූගල් දත්ත මධ්‍යස්ථාන වල,asr_sinhala/data/a1/a1f7a95c4f.flac
අන්න ඒ කාරනාව නිසයි,asr_sinhala/data/39/3952be7024.flac
දේවාලයේ කපු මහතා හෙවත් පූජකයා,asr_sinhala/data/e1/e19f67b557.flac
එකක් කියන්නේ මොකද්ද කියලා.,asr_sinhala/data/aa/aa01a529d3.flac
නැවත නාම රූප පහලවීමක් සිදු නොවේ,asr_sinhala/data/42/4286989691.flac
මට පෙනී ගිය නිසා.,asr_sinhala/data/46/4693eed0ae.flac
ඒකෙන් සිසුවෙක්,asr_sinhala/data/41/41dee9d911.flac
අප කුඩා කල මොන්ටිසෝරි සමයේ,asr_sinhala/data/b5/b5cc10e939.flac
උඩු ගුවනින් ද?,asr_sinhala/data/1a/1ab4a45593.flac
උක්ත පහසුකම් නොලැබී යාම සිදුවේ.,asr_sinhala/data/05/053730b90d.flac
අගය කිරීමට හෝ කියවීමට ලක් වෙන,asr_sinhala/data/ff/ff76e32261.flac
තාත්තා මාව වජිරා චිත්‍රසේන යුවළ ගාවට,asr_sinhala/data/38/38bba6025f.flac
ඇස රූප දකින නිසා එම ක්‍රියාවලිය පැහැදිළි කිරීම පිණිසයි,asr_sinhala/data/5d/5d141d2a9e.flac
එතැන් පටන් ඇරඹි මෙහෙයුම්වලින් පසුව,asr_sinhala/data/68/6895051370.flac
චිත්‍ර හෝ ඡායාරූප මගින්,asr_sinhala/data/25/2507df8b6d.flac
ඉතින් මේ ප්‍රමාදය ඇත්ත,asr_sinhala/data/88/88144caf17.flac
ඉස්සිලා බලනවා පෙනුනා,asr_sinhala/data/b7/b75b8f1cdd.flac
එයින් පසු සැරියුත් තෙරණුවෝ,asr_sinhala/data/1d/1d4e759e3a.flac
හොඳ ඔළුවක් හොඳ හදවතක් අරගෙන.,asr_sinhala/data/97/975462316d.flac
මෙම ගන්ධාර බුදු පිළිම,asr_sinhala/data/75/757d0a34d7.flac
මම නම් කිසිම දිනක ප්‍රාර්ථනා කරන්නේ නෑ,asr_sinhala/data/7e/7e270413bf.flac
දෙවියන්ට කරන ගෞරවයක් ලෙස,asr_sinhala/data/3b/3b7fd39ba1.flac
අසිරිමත් තොරතුරු,asr_sinhala/data/a4/a4947b5d8e.flac
මගේ වම් අත මේ දිනවල පුංචි අනතුරකට පත්වෙලා තියෙන්නෙ,asr_sinhala/data/05/057d59f04f.flac
විනිවිද පෙනෙන ආකාරයෙන් පිහිටා තිබේ.,asr_sinhala/data/40/402b05b029.flac
එවන් වූ සොඳුරු අඟපසඟ ඇති,asr_sinhala/data/a9/a9bfca5a7a.flac
ඔබ තුමාල මැදිහත්වී,asr_sinhala/data/11/117db7f1a9.flac
එක එක විකාර කෝටියක් කොරලා,asr_sinhala/data/db/db9c5b6fb5.flac
මෙම දියකඩනය ඉදිකිරීමට පළමුවරට වැලි භාවිතා කළේය.,asr_sinhala/data/3e/3efe045730.flac
කමෙන්ට් කෝ බං?,asr_sinhala/data/5c/5c96170740.flac
අලුත් අවුරුද්දක් වේවා.,asr_sinhala/data/7c/7cdf4a2e01.flac
බලපෑම් කළේ නැහැ.,asr_sinhala/data/ba/ba9d875d81.flac
කිනම් අයුරකින්,asr_sinhala/data/1d/1d19615df8.flac
සංස්කෘතිකමය ත්‍රස්තවාදියෙක් වෙන්න,asr_sinhala/data/4a/4a333f7601.flac
සේවාව පිළිබඳව අධීක්ෂණයක්ද සිදුකළ යුතුව ඇත,asr_sinhala/data/68/68e6c02cb0.flac
මටත් ආස හිතුනා කියවන්න.,asr_sinhala/data/9e/9edbb266af.flac
ජීවත් නොවන හැමෝටම,asr_sinhala/data/b4/b40ffb6af5.flac
එක හිනා වෙවී බලන්න,asr_sinhala/data/b2/b271ed2ba3.flac
එහෙත් උන්වහන්සේට හිතුමනාපේ,asr_sinhala/data/e4/e4bae1bb24.flac
වික්ක ගෙනාව මරු යෝජනාවක්.,asr_sinhala/data/49/49b5ecf6aa.flac
කොච්චර සැපද ඇදුමෙන්?,asr_sinhala/data/72/72df1c0c12.flac
ගෙවතු වගාව පාසල් වතු වගාව,asr_sinhala/data/1b/1bc0707cf2.flac
ආශ්‍රය කිරීමෙන් මෙලොව පරලොව ජීවිතය,asr_sinhala/data/ba/bab8df448d.flac
එතරම් හොඳ දෙයක් නොවන නිසා,asr_sinhala/data/7f/7fc2de226b.flac
පැවසීම අතිශෝක්තියක් නොවේ,asr_sinhala/data/75/75178e4b65.flac
එතකොට මේකත් එක්ක එන හැඟීම්,asr_sinhala/data/d8/d8b40cc556.flac
අමිලට ලොකු ගෞවරයකින් කතා කරයි.,asr_sinhala/data/64/642e0fa083.flac
පදවියකට පත්වෙන්න ලැබෙන්නේ.,asr_sinhala/data/05/0500ca206c.flac
මුළු ලොවටම වාසනාවකි,asr_sinhala/data/ca/ca68ef8cd7.flac
ඒත් පුලුවන් ඉක්මණට,asr_sinhala/data/0a/0ab1675399.flac
ප්‍රතිචාර එහෙම පිළිගන්න බැහැ.,asr_sinhala/data/c5/c50f03c75e.flac
එමෙන්ම වෘත්තීයමය ක්‍රියා තුළදී,asr_sinhala/data/06/0620b5440c.flac
අප විසින් ප්‍රතික්ෂේප කළ යුතු,asr_sinhala/data/bb/bbf2c5bfd1.flac
මෙනිසා අකමැත්තෙන් වුව මෙම තිත්ත බෙහෙත ගත යුතු ම ය.,asr_sinhala/data/d2/d2bb57e81a.flac
තදබදය කොපමණක්ද?,asr_sinhala/data/cb/cb60ce58af.flac
සැලසුම් පමණක් සකස් කරති,asr_sinhala/data/ea/ea0aadbb15.flac
ඒ ගැට ගැසී ගිය අවුල,asr_sinhala/data/5a/5a957ad78a.flac
තමා මාත් හිතන්නේ.,asr_sinhala/data/b7/b75f2914b1.flac
දැන් පලක් නැත.,asr_sinhala/data/e4/e4408fee62.flac
ඒකට ප්‍රවේශ වෙන්නට ඉස්සෙල්ල,asr_sinhala/data/7d/7dda7fee9a.flac
අන්තිමට දෙන්නා හොදයි,asr_sinhala/data/af/afe33bcfe6.flac
සෑහෙන්න කාලෙකට පස්සෙ හරි,asr_sinhala/data/22/221aa14259.flac
තරිඳු ගලබොඩ චමින්ද යන අය නැග්ගා,asr_sinhala/data/5a/5ad96ea369.flac
රටේ නීතියට පටහැනි මෙවැනි දේ කිරීම ගැන,asr_sinhala/data/bc/bc40ad5e0e.flac
අමුම අමු ‘තුප්පහියෙක්’.,asr_sinhala/data/98/9885285886.flac
ආයතනයෙන් මිලදී ගැනීම සිදුකරයි,asr_sinhala/data/fe/fe7bb918cf.flac
බුදුරදුන් වෙත කැඳවා ගෙන ආහ.,asr_sinhala/data/33/3324e69b36.flac
එරෙහිව නීතිමය පියවරක් ගත්තාද?,asr_sinhala/data/34/3462868ab8.flac
එහා ගිය මර්දනයක් කරන්න,asr_sinhala/data/ca/cadd9796bc.flac
අපව කැඳවන හොඳ නිමිත්තකි.,asr_sinhala/data/1f/1f8e6760c1.flac
සාමය සහ සමෘද්ධිය වෙනුවෙන්,asr_sinhala/data/bb/bb1efb998c.flac
එම ප්‍රභූ ඉඩම් හිමි,asr_sinhala/data/f2/f215797b11.flac
නිසි ආරක්ෂාවක් සහ ආසන පටි ද නොමැති බව,asr_sinhala/data/c1/c10b67fe2c.flac
තමා කොටින්ගෙ කරදරෙත් දිග්ගැස්සුනේ,asr_sinhala/data/d7/d7271e469e.flac
යුද හමුදාවට බඳවාගෙන,asr_sinhala/data/20/207df2f1a9.flac
"ලස්සන නම්, නිරෝගිමත් නම්",asr_sinhala/data/39/39d85c4b8d.flac
උයපු බත් පොඩි කර,asr_sinhala/data/e9/e9af8f06d6.flac
ඒකට පඨවි ආපෝ තේජෝ වායෝ කියන,asr_sinhala/data/e5/e55d8939a0.flac
ලොව පුරා සිටින කිතුනු බැතිමත්හු,asr_sinhala/data/67/6718eeda74.flac
කොහොමද කියල කියහන්කෝ.,asr_sinhala/data/72/725c2c3d3a.flac
ගමන්බිමන් වලින්ද,asr_sinhala/data/da/da093549f6.flac
බැලීමේදී එය සනාථ වේ,asr_sinhala/data/d8/d8c4508822.flac
සුමේධාව ප්‍රකාශ කළාය,asr_sinhala/data/ed/ed3f501b73.flac
මටනම් පේන්නේ!,asr_sinhala/data/73/73865f2bc8.flac
සැමට සෑමවිටම විදුලිය දැන් යථාර්ථයක් වෙලා.,asr_sinhala/data/0e/0e9892451e.flac
ක්‍රිස්තියානි ආගමික ඉගැන්වීම්,asr_sinhala/data/65/65eb27e70c.flac
හරියටම කියන්න බෑ,asr_sinhala/data/06/06068e5595.flac
ඔන්න ඔය විදිහට යෙදෙන නැකතෙන්,asr_sinhala/data/31/3128fc4733.flac
වයෝවෘද්ධ වීමත් සමඟම,asr_sinhala/data/ca/ca6a13f6df.flac
මේ වෙනකොට තහවුරු කරගත්තා,asr_sinhala/data/d4/d4bac1413e.flac
සසුන්ගතවූවන්ගෙන් වැඩිදෙනා,asr_sinhala/data/dd/dd81fcd227.flac
මහපාරෙම රහත් වුණා.,asr_sinhala/data/cf/cfcb151032.flac
උත්තමයන් වහන්සේ ය.,asr_sinhala/data/15/1503bbe459.flac
කම්මැලි හිතුනම තමයි සබ් දන්නේ.,asr_sinhala/data/73/73dc2a0380.flac
බිම පතිත වන,asr_sinhala/data/5c/5c7019ad86.flac
කවුරුන් උදෙසා දේශනා කරන ලද්දක්ද?,asr_sinhala/data/33/33a9722879.flac
දේශනා කරන ලදී.,asr_sinhala/data/cc/cc4b511358.flac
මේ වසරේ තමන් අදහස් කළ අන්දමට,asr_sinhala/data/f9/f92d6c9c93.flac
උඹට අකිල විරාජ් අමතක වුනා,asr_sinhala/data/6c/6c3bd6a900.flac
පාට කරලම ඇති,asr_sinhala/data/54/540cdb073f.flac
වෝඩ් පෙදෙස විශ්ව විද්‍යාල ප්‍රතිපාදන කොමිසම අසල,asr_sinhala/data/a3/a30ea5ec80.flac
එය අප පුරාකෘත පුණ්‍ය ඵලයෙකැයි,asr_sinhala/data/a8/a84429ee49.flac
ප්‍රයෝජනය ගැනීමට,asr_sinhala/data/aa/aa065f98f3.flac
එනම් ධර්මයෙහි විස්තර වන්නා වූ,asr_sinhala/data/5a/5aa29369c7.flac
එයාලට ලොකු කැප කිරීමක් කරන්න වෙනවා.,asr_sinhala/data/cc/cc207961a2.flac
සයිමන් සංසාරය ඔහේ තිබුණාවේ කියලා ඉන්නේ නෑ.,asr_sinhala/data/c0/c0f2768fb0.flac
වංගෙඩියක් ගෙනේවි,asr_sinhala/data/45/4514d8b9bf.flac
වීඩියෝ කැමරාවක පටිගත වෙලා තියෙනවා,asr_sinhala/data/99/9951790e16.flac
බෞද්ධ දර්ශනයට පටහැනි,asr_sinhala/data/4e/4eaf401813.flac
තර්ජනයක් වෙන තැනට එනවා..,asr_sinhala/data/bf/bf62ebbe07.flac
මෙහෙම එකක් මම නම් කොහෙවත් දැකල නෑ,asr_sinhala/data/bd/bdf6a03817.flac
ගායකයන් ගායිකාවන් සිංදු කිව්වේ,asr_sinhala/data/01/011f3c343a.flac
හුඟක් උයන්න කියල.,asr_sinhala/data/f1/f12faab99e.flac
මා දී ඇති තුන්වැනි පැහැදිලි කිරීම බලන්න.,asr_sinhala/data/ba/babba0f19f.flac
උබලා ඔක්කොම එක්කො ඊලම් දෙශයේ පුරවෑසියෝ,asr_sinhala/data/3d/3d31504575.flac
ඉතිං මේකේ සින්දු ටිකකුත් තිබුණ හින්දාම,asr_sinhala/data/09/09a0cc1a64.flac
ඒත් ස්වාමීනී මට තව කොච්චර නම්,asr_sinhala/data/df/dfe9c96fbb.flac
තවත් රසබර කොටසක් රස විඳින්න.,asr_sinhala/data/69/690d6c4dcd.flac
ඔහු කාලය ගත කරන්නේ.,asr_sinhala/data/08/08fc34d4dd.flac
පර්වතය වටා රවුමක් සේ ඇති පාරකිනි.,asr_sinhala/data/4a/4a515e08bc.flac
පුද්ගලයා කරන කියන සිතන දේ,asr_sinhala/data/43/43fbb1289f.flac
ශ්‍රාවකයාගේ ගෞරව සම්ප්‍රයුක්ත අවධානයටත්,asr_sinhala/data/01/018e33356b.flac
ජීව්ත කාලෙටම ප්‍රතිඵල දෙන ජාතියෙ,asr_sinhala/data/66/6621ec8554.flac
එම දුර්වල පුද්ගලයාගේ ඇසුර බලපානවා.,asr_sinhala/data/69/698c52bc81.flac
තැන්කූ බයිස්කෝප් බාලම බලමු නේද,asr_sinhala/data/b0/b085fcdf48.flac
පිළිපදින්න උපදෙස් මාලාවක්,asr_sinhala/data/22/22b3c88734.flac
මේ තරුණයා පැරිසියේ සොර්බෝන් විශ්වවිද්‍යාලයට ගියා.,asr_sinhala/data/49/4959dac82a.flac
විහාරයට දුර කිලෝ මීටර් තුනක් පමණ වේ.,asr_sinhala/data/fb/fbd0b2dae2.flac
සිදුවීමට පිළිවන.,asr_sinhala/data/00/00d031ba2f.flac
ඕක ටිකට් එක ගන්න කොටම ඒජන්ට් දෙනවා,asr_sinhala/data/04/049b1366bd.flac
ඔයාගේ තේරීම ඊට වඩා උපරිමයි.,asr_sinhala/data/c2/c23f6eda43.flac
මෙහි අර්ථය යි.,asr_sinhala/data/46/46adb0fdee.flac
බෞද්ධ කතා කලාව තුළින්,asr_sinhala/data/af/af3be25bf2.flac
හිතවත් හසිත බොහෝම සුන්දර දසුන් පෙලක්,asr_sinhala/data/b2/b22cf8f2a7.flac
හිතාගන්න බැරි තත්ත්වයකයි,asr_sinhala/data/cb/cb536106eb.flac
එය කොතරම් දිග පළල වුවද,asr_sinhala/data/fe/fef2d1dfe3.flac
එය පසුගිය දශකය තුළ පමණක්,asr_sinhala/data/6c/6c3b4f1a3b.flac
කණු සහිත උස් පිලක් විහිද පැවතිණ.,asr_sinhala/data/46/4688ebee63.flac
තමන්ගේ නමවත් ගහගන්න කල්පනා කරන්නේ නෑ.,asr_sinhala/data/c5/c5d32a0d3f.flac
ශනි ග්‍රහයා කිසිවිටක පසුබට නොවේ,asr_sinhala/data/15/15c34b9c6a.flac
විරුල් ඒකා කොම්පුටර් එකත් එකක් තරයි.,asr_sinhala/data/66/667f5a6420.flac
තම නිවස බෞද්ධ මන්දිරයක් කර ගන්නට,asr_sinhala/data/f6/f6e0c00695.flac
ඉතින් මේ වගේ ලෙඩකට දෙන්න,asr_sinhala/data/55/55138282d5.flac
ඌ හෙමිහිට හිස ඔසවා,asr_sinhala/data/ee/ee59cbd1c6.flac
එම සිංහල උපසිරැසි,asr_sinhala/data/da/da8d10c82a.flac
හොඳින් පිහිටලා තිබුනා,asr_sinhala/data/c0/c0ca98dad7.flac
එදා මෙදා තුරා නන්දා මාලනිය ගැයූ කැසට් පට,asr_sinhala/data/e9/e913a9391e.flac
මේ වන විට සරණංකර සාමණේරයන් පිණ්ඩපාතයෙන් යැපුණේය.,asr_sinhala/data/29/2909324710.flac
මහා දාර්ශනිකයෝ වූ,asr_sinhala/data/19/19ca0422b6.flac
නමුත් කවුරුවත් ඇහැව්වේ නෑ,asr_sinhala/data/f1/f1040d4cbd.flac
බත නිෂ්පාදන ක්‍රියාවලියේදී හාල් නිපදවීමේ දී,asr_sinhala/data/46/466128834e.flac
ඒවාට සම්බන්ධ නොවී ඉන්න තීරණය කළා.,asr_sinhala/data/67/672a0eca10.flac
අධිවේගී මාර්ග සඳහා අය කරන මුදල,asr_sinhala/data/bc/bc5a8c23b9.flac
පරිසරයක් හදාගන්න ඕනෙ.,asr_sinhala/data/1c/1c4138eb44.flac
එහිදී ඔහුට යහපත් කොමියුනිස්ට්වාදියෙක් මුණ ගැහෙන අතර,asr_sinhala/data/f8/f8dc5f7e72.flac
කෙසේ දැයි නොදනිමි.,asr_sinhala/data/e6/e6ecbb64f1.flac
අපේ තුන් හිතකවත් තිබුණේ නැහැ,asr_sinhala/data/64/64d2c9f03e.flac
එහෙම ගියා කියලා,asr_sinhala/data/00/004ea23c02.flac
අධිකරණයට ඉදිරිපත් කෙරෙන පෙත්සම් සම්බන්ධයෙන්,asr_sinhala/data/d1/d1c157d775.flac
