sentence_cleaned,file
උන්වහන්සේගේ සිතෙහි අමුතු සතුටක්,asr_sinhala/data/bc/bcb96c020e.flac
ඉන් ප්‍රතිවිරුද්ධ ලක්ෂණයන්ගෙන් යුතු ස්ත්‍රී නර්තනය,asr_sinhala/data/ec/ece65d1e63.flac
එම උරග අස්ථි පද්ධතියේ මුළු දිග මීටර් දාහතක්,asr_sinhala/data/46/460793a52d.flac
අද එම කර්මාන්තශාලාව,asr_sinhala/data/46/466061d851.flac
"බොරුව, කේලම, පරුෂ වචන, හිස් ප්‍රලාප මේවා අප්‍රිය ජනකයි.",asr_sinhala/data/5e/5e9e8da750.flac
එකෙක් විතරක් නෙවෙයි,asr_sinhala/data/35/353858fcf4.flac
අයියෝ සල්ලි බං,asr_sinhala/data/d2/d285d1d5de.flac
අනතුරුව ජලයේ රොන් මඩ ආදිය,asr_sinhala/data/1a/1aa89748ed.flac
මං හොයාගත්තේ,asr_sinhala/data/82/82e5ad6f38.flac
එසේ කළේ කහ කුරුල්ලාගේ පාද තම ගෙලෙන් තල්ලු කරන ගමන් ය.,asr_sinhala/data/b6/b658f99685.flac
ඒකෙ ඇති නැකතින්,asr_sinhala/data/18/18053f5738.flac
අපි බොහෝ දෙනෙකුගේ සංවේදීත්වය මොට කර තිබෙ,asr_sinhala/data/60/60f793081d.flac
එය වෙනත් කිසිම කර්මවාදයක අනුකරණයක් හෝ,asr_sinhala/data/b7/b7859227fc.flac
යුගාසන දෙක ඒකාබද්ධ කොට ඉන්ද්‍රඛිලය පිහිටවනු ඇත.,asr_sinhala/data/18/1872250bc5.flac
එය තමයි බුදුන් වහන්සේ විසින්,asr_sinhala/data/ec/ec37a1525c.flac
ජාතිවාදින් යැයි හංවඩු ගසනුයේ,asr_sinhala/data/d7/d7bdfcc1f8.flac
මෙම සත්ත්වයා යුරෝපීය රටවල සුරතලයට ඇතිකරන සතෙකි,asr_sinhala/data/df/dfddb32f02.flac
දහදිය දැමීම ඉබේම සිදුවන්නකි.,asr_sinhala/data/59/59e97bcacd.flac
ඒත් හීං දාඩිය දාන්නෙ,asr_sinhala/data/e1/e1dcdd1f99.flac
අධ්‍යාපනය ලැබීමේ අවස්ථාව,asr_sinhala/data/f1/f11e235ffd.flac
බ්ලොග් එකට වැඩි පිරිසක් එනවා නම් හොඳයි,asr_sinhala/data/98/985ebb4d53.flac
බුදුවරයකු හඳුනාගන්නා ආකාරය,asr_sinhala/data/47/470d8978cc.flac
මේ සංකල්පයට විරුද්ධයි නේද?,asr_sinhala/data/52/52843df96b.flac
තමන්ගේ ප්‍රධානීයාටවත් නොදන්වා.,asr_sinhala/data/e4/e4d1abec9d.flac
කෙලවරක් නැති දෙයක් බව පිළිගෙන,asr_sinhala/data/f1/f1539efbb9.flac
ඔබෙ මංගල මුදුව ගන්න,asr_sinhala/data/c8/c85b010d53.flac
බැටළුවෝ වගේ පස්සෙන් යන්න නරකයි.,asr_sinhala/data/06/06c9e78805.flac
ආතල් කුඩු කරමින්,asr_sinhala/data/20/2008d858e4.flac
කතන්දර බ්ලොග් එකෙන්,asr_sinhala/data/b6/b66049ef44.flac
ලොකු මැටි බඳුන් තුළ තැන්පත් කිරීමෙනි.,asr_sinhala/data/4f/4f628e7bd0.flac
එහෙම නම් අපට පැහැදිලිව පේනවා,asr_sinhala/data/a1/a11cfbe6a3.flac
විදුලිය ගාස්තු වැඩි කිරීම,asr_sinhala/data/48/4845504068.flac
ඇර ඇර පොත් ගන්නවා.,asr_sinhala/data/f2/f25a0afa1d.flac
කොහොමටවත් යාමට බැරිවූ නිසා,asr_sinhala/data/24/24d67ab0c6.flac
එහෙව් වින්දන පරාසයට,asr_sinhala/data/fb/fb37984215.flac
හැබැයි මං මේක කලින් බලලා,asr_sinhala/data/bd/bdea81e456.flac
ලිපි ලීවාට අපට ප්‍රශ්නයක් නැත.,asr_sinhala/data/65/65b7a39486.flac
මොකද ඒවිදියට නැත්නම් ඒවාට පැවැත්මක් නැහැ,asr_sinhala/data/a0/a08041cb21.flac
අද සවස කොළඹ නි‍පොන් හෝටලයේ දී,asr_sinhala/data/80/80f7c94ddf.flac
ඉතින් ඔවුන් සමඟ කතා කරල,asr_sinhala/data/61/61e4880ce9.flac
ඔය පොතේ නමත් හරියට,asr_sinhala/data/0f/0f75f61c4a.flac
විකල්ප බලවේගපැමිණීම හමුවේ,asr_sinhala/data/5c/5ce9d2cf16.flac
මගේ පියාගේ ආදරණීය පාඨකයන් කිහිප දෙනෙකුට,asr_sinhala/data/aa/aab0f55195.flac
එහිදී එහි ප්‍රමාණය,asr_sinhala/data/1b/1bd4386475.flac
එවැනි උවදුරු අද සමාජයේ,asr_sinhala/data/f0/f039f5f9bd.flac
මහාචාර්ය සෙනරත් පරණවිතාන මහතා ද,asr_sinhala/data/c5/c5489d64a4.flac
උන්ගෙ රටින් දෙන ආධාර මුදල්,asr_sinhala/data/45/4551471805.flac
ඔබට පැහැදිලි වනු ඇත,asr_sinhala/data/09/0982698216.flac
ඇතුලත් පිලිතුරු විචාරයක්,asr_sinhala/data/87/87ebfc3962.flac
උබලත් වෙන වෙන පොත් ගන්න එපා,asr_sinhala/data/27/279d3e8e49.flac
මේ දේශනාව පැවත්වෙන විට,asr_sinhala/data/99/997e1c5cd6.flac
මම එයාව ගෙදරින් එළියට දැම්මා කියලා.,asr_sinhala/data/ee/ee82bc62e7.flac
හැසිරීමද කල යුත්තේ.,asr_sinhala/data/10/107715373d.flac
ඉන්න කියලද කියන්නෙ?,asr_sinhala/data/a3/a3b67afa22.flac
දැක දැන ගන්නට ලැබිණි.,asr_sinhala/data/68/682438f17c.flac
එහෙම දේවල් සුන්දර දේවල්,asr_sinhala/data/3c/3c6b1b6bfd.flac
වෙන ගමනක් යන ගමන්.,asr_sinhala/data/4d/4d56949430.flac
මීෂ්කා කරන වැඩේ වැරැද්ද මොකක්ද,asr_sinhala/data/2a/2ab82cf6ee.flac
එලෙස දරුවකු හික්මවීමට නොහැකි නම්,asr_sinhala/data/d6/d6e189e31c.flac
මේසා විශාල දිව්‍ය ඓශ්චර්යයක්,asr_sinhala/data/6a/6aee5ca3f3.flac
අපි නකල්ස් පැත්තේ ගියා,asr_sinhala/data/e5/e56d09c726.flac
ඔබ එන බව,asr_sinhala/data/64/646ded9546.flac
එය එසේ නොවන බැව්,asr_sinhala/data/84/8418cc3c17.flac
ක්‍රියා කරන්න.,asr_sinhala/data/ee/eedc2f69d2.flac
පැන්න එකා අද නායකය වෙලා.,asr_sinhala/data/c9/c99daa78ad.flac
ඒත් ඇනෝ එන්න,asr_sinhala/data/cd/cd13048312.flac
පෙරහර තමන්ගේම ජීවිතයේ කොටසක් කර ගත්තා,asr_sinhala/data/5f/5f8e82b4f1.flac
නවීන විද්‍යාවට අනුව,asr_sinhala/data/d2/d227d41295.flac
අවබෝධයක් ලැබිය යුතුයි.,asr_sinhala/data/0a/0afc7a41d4.flac
යුද්ධය සදහා භාවිතාකරන එකදු පතොරමක්වත්,asr_sinhala/data/53/5394756668.flac
ඊළඟට අපට හමු වන්නේ,asr_sinhala/data/08/0871137f68.flac
මස් මලු අනුභව නොකරන පුද්ගලයෙකි.,asr_sinhala/data/0b/0b27d06a9c.flac
අඩේ අපෙ ගම්භාර දෙවියොත් පත්තිනි දෙයියෝ,asr_sinhala/data/f5/f56312573e.flac
බස් එකට නැගලා මෙයා ළඟින්ම වාඩි වෙලා,asr_sinhala/data/0a/0af5a1b19f.flac
ඒ සඳහා අවශ්‍ය වර්ෂ ගණන,asr_sinhala/data/70/705376afd5.flac
ගාලූ පාරේ මොරටුවේ සිට කොළඹ බලා දිවෙන බස් රථ,asr_sinhala/data/02/027a906872.flac
ඇඟ ටිකක් චරිතයට අනුරූපවෙන විදිහට සකස් කරගන්න එක විතරයි,asr_sinhala/data/31/3168e91d69.flac
ජීවිතයේ ඇතිකරවීමට සමත්වීද?,asr_sinhala/data/c2/c2fb1f99b6.flac
ඕනෙම මතයක් අදහසක්,asr_sinhala/data/26/26bb809f2c.flac
වැලන්ටයින් කියන්නෙ,asr_sinhala/data/82/825856b730.flac
උදා වූයේ කාලාන්තරයකට පසු වය.,asr_sinhala/data/c9/c951e9297e.flac
ගෙදර දොර වාසනාව,asr_sinhala/data/1b/1bb470fe21.flac
හයි කරන්න ඕනෑද?,asr_sinhala/data/7b/7be7f1d5ca.flac
"අඹු දරුවන්ට මවුපියනට, ඤාතීන්ට කරදර පීඩා පමුණුවා",asr_sinhala/data/86/86f86c8a5b.flac
අවශ්‍ය ඉවසීම ඔහුට තිබිය යුතුයි.,asr_sinhala/data/85/854255f38b.flac
තේජාන්විත ගමන් විලාසයක් ඇත්තෙකි,asr_sinhala/data/e8/e8f14543b2.flac
මැජික් යනු හාස්කම් වුවත්,asr_sinhala/data/cf/cfd6fc4056.flac
ඔහොම දාන්න යන්න එපා.,asr_sinhala/data/35/35495d8956.flac
ඉන්දියානු දේශීය කලා සම්ප්‍රදායේම,asr_sinhala/data/3d/3d1808d2c5.flac
මේ හැමෝගෙම දායකත්වය අවශ්‍ය වෙනවා.,asr_sinhala/data/5e/5ebf43179b.flac
අතරට ලිංගිකත්වයත් ඇතුලත්.,asr_sinhala/data/7b/7be8858bcc.flac
එසේ ප්‍රකාශ කළත්,asr_sinhala/data/ef/ef199b0993.flac
කලකිරවා සාසනයෙන් ඉවත් කරවීමට ඉඩ ඇත.,asr_sinhala/data/40/40049beebd.flac
අපිට විහිළු කරනවානේ.,asr_sinhala/data/6b/6bff42a3a2.flac
මේක ලෝඩ් උනේ නෑ ඊයෙ,asr_sinhala/data/1b/1bcf0dd103.flac
අමතක නොකර නිතර නිතර සිහිපත්,asr_sinhala/data/a5/a5e31b8596.flac
වෙහෙර විහාර සිව මන්දිර බවට,asr_sinhala/data/39/399ab503a6.flac
රුක්සෙවණට උන්වහන්සේලා රැස් වෙනවා.,asr_sinhala/data/1f/1f9bef0409.flac
මගේ යහලුවන්,asr_sinhala/data/02/02e92122b2.flac
තාත්තා මාව වජිරා චිත්‍රසේන යුවළ ගාවට,asr_sinhala/data/38/38bba6025f.flac
රයිෆල් උණ්ඩයක් ඇතුළු වෙන තැනට වඩා,asr_sinhala/data/c9/c932187ca9.flac
ගැටලු තියනවානම් අහන්න,asr_sinhala/data/1c/1ce34e3437.flac
එහෙම වෙන්නේ නැහැ,asr_sinhala/data/0d/0db90cd203.flac
ආසියාවෙ ශූරයො වෙන්න කිට්ටුව මාත් මැච් බලන්න පටන් ගත්ත.,asr_sinhala/data/c1/c19a625098.flac
ඔබා මාමා මැරෙන දවස හරියටම කිව්වලු.,asr_sinhala/data/3e/3e97dc11c2.flac
පසු කාලයක වෙනස් වුණා..,asr_sinhala/data/b8/b8987ae106.flac
මෙම ත්‍රිවිධ චෛත්‍යයන්ගෙන්,asr_sinhala/data/70/70de78e167.flac
හැබැයි ළමයින්ගේ ඔළුවේ මේ දේවල් ඉතිරි වෙනවා.,asr_sinhala/data/96/96949948cf.flac
සත්‍යය දැකීමේ උරුමයයි,asr_sinhala/data/15/155eb3e55c.flac
අපි එක දිගටම මේක දාගෙන බලනවා,asr_sinhala/data/f1/f1938db5b8.flac
ඌට ඉඩදුන් ගවේෂක,asr_sinhala/data/f3/f3128d7893.flac
ඔය පෙරදිග විද්‍යාව බිහිකරන එක ප්‍රායෝගිකව අමාරුයි,asr_sinhala/data/6b/6b68a30d58.flac
අනෙක් සියළු පක්ෂවල,asr_sinhala/data/4d/4df29661ee.flac
ඉතින් මතකය මැකී යන අතර තුර,asr_sinhala/data/d3/d37f71f139.flac
අකමැති නම්,asr_sinhala/data/c6/c60dfe70b9.flac
එබැවින් පුද්ගලයකුට,asr_sinhala/data/48/4881035a6c.flac
"සෝවාන්,",asr_sinhala/data/94/94e0da7b22.flac
ඔබ යන්න ආනන්දයෙනි,asr_sinhala/data/33/339c0bda0a.flac
ඔබට අනුව කවිය විතරද,asr_sinhala/data/65/65a9d1283d.flac
වර්තමාන ලංකාවේ පාර්ලිමේන්තු මන්ත්‍රීවරියක ලෙසද?,asr_sinhala/data/72/7277484aae.flac
අපි තවත් අමතර පිනක් රැස් කරගන්නවා.,asr_sinhala/data/bf/bff17aa226.flac
ඇපේ වැඩේදි වුනේ අපිට අවශ්‍ය දේ මොකද්ද කියලා පැහැදිලි කර නොදීම.,asr_sinhala/data/e2/e204719906.flac
තවත් තැනක සඳහන් වෙයි.,asr_sinhala/data/35/355624bbc2.flac
සමාන්තර අත්දැකීම් තිබූ විට පමණි.,asr_sinhala/data/ab/ab4a3c3aed.flac
එදා මෙදා තුර ඌව පළාත තුළ,asr_sinhala/data/4f/4f18f01b84.flac
චාරිත්‍ර සම්පන්න සිල්වතෙකු වීමට පුළුවන.,asr_sinhala/data/6b/6b1d19344e.flac
සීමා රහිත ආදරය හෝ මිත්‍රශීලී හැඟීම,asr_sinhala/data/aa/aa8c622e4e.flac
මේ ශත වර්ෂයේදීම උඹලගෙ ජාතිය,asr_sinhala/data/2f/2fb6b8f62a.flac
මෙම සූත්‍රය දේශනා කරන ලද්දේ,asr_sinhala/data/0b/0b2d918e63.flac
මගෙන් ඇහැව්වා තාත්ති ට වයස කියේදි ද,asr_sinhala/data/df/df07b91fe8.flac
මොකද පල්ලිය බයයි,asr_sinhala/data/b0/b09d321e45.flac
මා නැවත කිව යුතුයි.,asr_sinhala/data/75/7556b35720.flac
දවසේ විහිළුව,asr_sinhala/data/d3/d3aacc5e89.flac
මඳ වේලාවක් ඉන්න බැරි තරම්,asr_sinhala/data/38/38665ab20a.flac
රැවටිලිවලට අසුවිය හැකියි.,asr_sinhala/data/70/7078e1756b.flac
ඔහු ඉතා මැනවින් නිර්මාණය කර තිබේ.,asr_sinhala/data/af/af02e6072f.flac
අකුරු හැම එකක්ම හරි නැතත්,asr_sinhala/data/a3/a350f410de.flac
වැඩි හරියක් පියවර අන්ඩූකරන්න බැහැනෙ.,asr_sinhala/data/00/0037044ab2.flac
ඒකෙන් කියවෙන්නේ තමන් එකේ,asr_sinhala/data/4d/4d875a4863.flac
ඉතා කුඩා වූ දෙයක් පවා සොර සිතින් ගැනීමෙන් වළකිමි,asr_sinhala/data/8e/8e419f9e46.flac
දුනු සැකැස්ම ප්‍රධාන වෙයි,asr_sinhala/data/97/9731a3cb2c.flac
සාමාන්‍ය ජීවිතේදි කොච්චර මිනිස්සු ඉන්නවද,asr_sinhala/data/74/740e15c1f7.flac
දෑන් මේවා බලන්ඩ වෙලාවක් නෑ,asr_sinhala/data/f6/f6028601cf.flac
එසේ වීමට හේතුව නිවුටන්,asr_sinhala/data/98/989aa1fb45.flac
නිදහස් කර ගැනීමේ ව්‍යාපාරය වැනි,asr_sinhala/data/e6/e68dcabb61.flac
ආසනයක් දුන්නා නම් මම තමයි එදා ගාල්ල දිස්ත්‍රික්කයෙන් පළමු තැනට එන්නේ.,asr_sinhala/data/35/359e0744a8.flac
එහෙත් එවැන්නක් ආණ්ඩුවේ බලධාරීන්ගෙන්,asr_sinhala/data/d0/d0030d2e43.flac
එය වාර්තාකර ඇති ආකාරයෙන්,asr_sinhala/data/f9/f9e2308f6f.flac
හරක් ගැන ගොඩක් සැලකිලිමත් වෙන එකට,asr_sinhala/data/6f/6f7e3cceb6.flac
එමෙන් ම ඔහු කිසිදු අපරාධයක් කිරීමට,asr_sinhala/data/0b/0bb13fdc30.flac
විමර්ශනය කිරීම අරුමයක් ද නොවේ,asr_sinhala/data/00/00868a93c4.flac
මාධ්‍ය නැත්නම් මුකුත් නෑ,asr_sinhala/data/49/498ad32d00.flac
අපේ ශ්‍රී ලාංකීය ක්‍රමයට සිතු නිසා,asr_sinhala/data/c0/c077fc195c.flac
කතාව තේරුම් නොගෙන,asr_sinhala/data/6f/6ff0d18510.flac
කසට පෙවූ චීවර නම් වූ වස්ත්‍රයකුයි.,asr_sinhala/data/54/541fa442cf.flac
රජය විසින් විශාල කාර්යභාරයක් ඉටුකළ යුතුය.,asr_sinhala/data/f4/f4316bf4e6.flac
මට කඩේ යන්ට කියල,asr_sinhala/data/34/34d9c01b38.flac
අවසාන ඒකායන අරමුණ,asr_sinhala/data/74/74b0e8ffad.flac
පළමු කතා සමයට තව කොටසක්,asr_sinhala/data/33/33e448085f.flac
අනික අද බොරු කරන්නත්,asr_sinhala/data/86/8609432866.flac
එහෙම හොඳ නැත්නම්,asr_sinhala/data/66/6689e3581f.flac
ෂුවර් පිට දන්න නිසා.,asr_sinhala/data/d5/d50dca3257.flac
ඒබ්‍රහම් මාස්ලෝගේ,asr_sinhala/data/63/6349c0afac.flac
නමුත් මම ඒ විවේචන,asr_sinhala/data/e9/e93b2223ef.flac
ප්‍රඥාව මෙහෙයවාලීමෙහි,asr_sinhala/data/85/855fcd128c.flac
නොසිතූ නොපැතූ ලෙස ඝාතනයට ලක්‌ව ඇත.,asr_sinhala/data/d0/d0708f09ab.flac
එයාල ගැහැණු ළමයි,asr_sinhala/data/6f/6fa2de866b.flac
පිස්සුවක් තියෙන්න නැතිව ඇති මම හිතන්නේ,asr_sinhala/data/24/24e2d082a7.flac
නිළධාරිගෙන් ප්‍රශ්ණ එනවා,asr_sinhala/data/4e/4e313640a9.flac
ඇති වන්නේ නැත.,asr_sinhala/data/b1/b1afd321b2.flac
එම පිළිතුර ලිපියේ සඳහන්ව තිබුණේ,asr_sinhala/data/18/185f265fda.flac
බලා‍පොරොත්තු රහිත වියදම් ගෙනදෙන අතර,asr_sinhala/data/7f/7f877a0d8c.flac
පියවර තුනක් සම්පූර්ණ විය යුතු ය.,asr_sinhala/data/32/32c9e3b0b4.flac
මානව චින්තනයේ කවර කාලයේ,asr_sinhala/data/5a/5acda6f2f3.flac
අවස්ථා කීපයක්ම වැරදියට ගායනා කළ නිසා,asr_sinhala/data/7c/7c84a122ad.flac
සිදු වේ යැයි නොසිතීම ය.,asr_sinhala/data/0c/0c1d9f26d5.flac
සම්බන්ධයෙන් මා යට කී විවරණය,asr_sinhala/data/30/304680518d.flac
එලෙසින් රූපවාහිනි නර්තනයට අපූරු හැඩයක් ගෙනා හසිනිට,asr_sinhala/data/1d/1d2df82f92.flac
භාවනා කරන්නාක් මෙන්,asr_sinhala/data/da/da03b09ba8.flac
එමෙන්ම විථිය මැද,asr_sinhala/data/0d/0d28700858.flac
යුරෝපයේ දියුණුව වළක්වන්නට,asr_sinhala/data/d2/d24b4967a3.flac
හටගන්න ස්වභාවයට අයිති එකක්.,asr_sinhala/data/40/40cb722175.flac
අල්ලපු රටේ ප්‍රසිද්දයි,asr_sinhala/data/02/02b82f566e.flac
එහෙත් උන්වහන්සේට තමන් පැමිණි කාරණාව,asr_sinhala/data/3b/3b8c0a0f76.flac
ගමේ නාකයන් යටතේ ය,asr_sinhala/data/42/423620ec44.flac
අපරාධකරුවන් ශක්තිමත් කරන,asr_sinhala/data/0e/0e326efee8.flac
දැයට කිරුළ වෙනුවෙන්ම සකසා ඇත.,asr_sinhala/data/a1/a1141db3e1.flac
ඇස් රෝගයක් හට ගත්තා.,asr_sinhala/data/0d/0df9192f26.flac
අරමුණ ජයගත් පසු,asr_sinhala/data/aa/aa3b326756.flac
තමයි නිතර වැටෙන්නේ.,asr_sinhala/data/cb/cb872c9be3.flac
පරිසරයක් හදාගන්න ඕනෙ.,asr_sinhala/data/1c/1c4138eb44.flac
ලංකාවේ බහුතරයක් දන්නවා.,asr_sinhala/data/52/522a0b4629.flac
සමත්වී නැතැයි ඔහු පවසන්නේ,asr_sinhala/data/cf/cf898fc824.flac
සැනසීම දැනුම,asr_sinhala/data/ed/ed8017e965.flac
වළක්වා ගැනීමයි කල යුතු.,asr_sinhala/data/e0/e04b726419.flac
සාදවලින් කිසිදු අඩුවක් නොවූවාය.,asr_sinhala/data/7f/7ff33137a9.flac
හරිජනප්‍රිය බුද්ධාගම පස්සේ යන ප්‍රදර්ශනාත්මක බෞද්ධයන්ට,asr_sinhala/data/bc/bcb367204c.flac
යශෝධරා වගේ බිරිඳක් වෙන්න,asr_sinhala/data/c1/c193a97bbf.flac
මුහුණ පාන්නට සිදුවනු ඇත.,asr_sinhala/data/99/998f684e4d.flac
කරන බොදු හඬ,asr_sinhala/data/5c/5ce29b654a.flac
අහ් අපි ලඟදීම හෑන්ඩ් බෑග්,asr_sinhala/data/b6/b69118a3a9.flac
ලංකාවෙ අපිට අනෙක් චිත්‍රපට තවම හොයාගන්න අමාරුයි.,asr_sinhala/data/dd/ddb8da1107.flac
අලුත් අවුරුද්දක් වේවා.,asr_sinhala/data/7c/7cdf4a2e01.flac
එවැනි පීඩනයට පත් ජනතාවට,asr_sinhala/data/63/632a2e1156.flac
එහෙයින් බොහෝ දෙනා,asr_sinhala/data/a3/a366d32ffd.flac
රටවල් ගණන් හොරාගන්න,asr_sinhala/data/7c/7cb838da68.flac
මේ ගුණ හඳුන්වාදීම,asr_sinhala/data/db/db64ca7b56.flac
අනිත් අයගේ උදව්වෙන්.,asr_sinhala/data/b4/b49eec8f0d.flac
අදහසට අකමැති වෙන්න හේතුව,asr_sinhala/data/64/645dcb896a.flac
හැබැයි උඹල දිහා බලන්නේ,asr_sinhala/data/0d/0daf02184b.flac
උඹලගේ අලුත් බණ අහලා,asr_sinhala/data/a6/a676f1b908.flac
කලා ක්ෂේත්‍රයේ පමණක් නොවෙයි,asr_sinhala/data/e2/e273a68b3c.flac
පාරිසරික පිරිවැය,asr_sinhala/data/20/20abef7e10.flac
විනාශ වූයේ ධර්මයය.,asr_sinhala/data/5a/5a10e94d00.flac
එය අඛණ්ඩ හේතු දාමයට අනුව,asr_sinhala/data/da/da49205311.flac
පෙරපර දෙදිග පඬිවරුන්ගේ විවිධ මත,asr_sinhala/data/22/227b0a1713.flac
දිනන්න බැරිවුනු නිසා,asr_sinhala/data/72/72cd33cfa6.flac
අපේ මනුස්ස ජීවිතය,asr_sinhala/data/f1/f17cbe9f6f.flac
එවැනි බිරිඳකගේ,asr_sinhala/data/62/62e0ebd917.flac
ගෝලයාටත් අපාය හිමිය,asr_sinhala/data/41/419a1671e1.flac
මෙදින අලුයම,asr_sinhala/data/ef/ef6e00e057.flac
ඉතාම සුන්දර මාලිගාවක් ලෙස,asr_sinhala/data/cc/ccc607c709.flac
කාලවේලාව හඟවන භේරී වාදනයයි.,asr_sinhala/data/d6/d6459bed0f.flac
අප වැනි ආසියාතික මානසිකත්වයට,asr_sinhala/data/31/31ff1a7a5e.flac
එවැනි පසුබිමක් තුල රාජ්‍ය නොවන සංවිධානවල මුදලට යටවී,asr_sinhala/data/7d/7defb54658.flac
ජිවය පවතින බවයි,asr_sinhala/data/45/450e8f0c1c.flac
දළපූට්ටුවා මිය ගියේය,asr_sinhala/data/65/654777eafe.flac
බලපත්‍ර දෙන්නේ නෑ.,asr_sinhala/data/05/05ec224e9c.flac
අවතාරයක් වී අදටත් පාරේ,asr_sinhala/data/fb/fb3f70ff2c.flac
උපසම්පදාව වන්නේ ය.,asr_sinhala/data/10/10e18441ba.flac
ලෝක විනාශය ඉස්ලාමීය ඇසින්,asr_sinhala/data/34/34fd80b1f3.flac
පිටතින් සිට පහරදීමක් නොවේ,asr_sinhala/data/f4/f41df8c137.flac
මට බලපිටියේ සිද්ධාර්ථ විද්‍යාලයට යන්නත් සිදු වුණා.,asr_sinhala/data/fb/fbcced59f2.flac
ලෝකයේ බොහෝ වැරැදි දේ,asr_sinhala/data/7d/7d568194ec.flac
ඒ සඳහා සැලකිය යුතු ය.,asr_sinhala/data/73/737533649e.flac
යමෙකුට හොඳ මිතුරෙකු නොලැබේ නම්,asr_sinhala/data/cc/ccf1e320ea.flac
එම අවරෝධිත දෑ යම් විටෙක,asr_sinhala/data/c9/c9689d0fcb.flac
ඉන්පසු සිදුවන අහඹු සිදුවීම්ක්,asr_sinhala/data/1f/1feeec09a4.flac
හොඳින් පිහිටලා තිබුනා,asr_sinhala/data/c0/c0ca98dad7.flac
බුදුරජාණන් වහන්සේ පෙන්වා දෙන්නේ,asr_sinhala/data/f2/f273fb6723.flac
අයියා උපසිරැසි දැම්මා කියන්නෙ,asr_sinhala/data/07/07eda4e5fa.flac
පින් රැස් කර ගැනීමෙහි කැමති,asr_sinhala/data/b5/b58abf2c28.flac
ඉතා විශිෂ්ට අපූර්වතම නිර්මාණයකි.,asr_sinhala/data/af/af5c40e904.flac
උත්තේජන ලබා දීමේ භාරධූර වගකීම,asr_sinhala/data/62/62236cbf13.flac
උදේ ඉස්කොලෙ යන විට අනාථයෙක් සේ,asr_sinhala/data/c9/c9bdab0b7f.flac
මට නොපෙනුන මොනා හෝ ඇති බවයි,asr_sinhala/data/a8/a84528148c.flac
විශිෂ්ට ආදර ගීතයකි.,asr_sinhala/data/e8/e8750fbf38.flac
සාහිත්‍යලෝලීන්ගේ ආදරය ඔහුට දිනා දෙයි.,asr_sinhala/data/4d/4da77575c2.flac
අප අතර සිටින නිවට නියාලු මිනිසුන්ද,asr_sinhala/data/a8/a88c3ea306.flac
පහළ වූයේ දැයි කීම අසීරුය.,asr_sinhala/data/fd/fd65ffa993.flac
දේශපාලන සංස්කෘතිය තුළ,asr_sinhala/data/6e/6e8bb2827b.flac
අප කොතරම් ලජ්ජාශීලි විය යුතුද?,asr_sinhala/data/3d/3d2aa18d11.flac
අපව පුහුණු කරන,asr_sinhala/data/2f/2fef9a85f8.flac
එහි විඳපු රසය හාස්‍යය,asr_sinhala/data/c0/c0f466c133.flac
එතකොට මම දැක්කා,asr_sinhala/data/53/536b9a545d.flac
කොළඹදී මාධ්‍යවේදීන් අමත,asr_sinhala/data/bb/bb7728acad.flac
මල්ලිකාරාමයේ,asr_sinhala/data/88/88289df56a.flac
මෙලෙස අත්අඩංගුවට ගෙන ඇත,asr_sinhala/data/3b/3b03806fda.flac
දැනට එකඟ වී තිබෙන ජාත්‍යන්තර ක්‍රිකට් සංචාර,asr_sinhala/data/08/08f2d7f1f5.flac
උළෙල සම්බන්ධයෙන් වැඩි විස්තර,asr_sinhala/data/c8/c82e9959d2.flac
දුරගමන්වලදී අමනුෂ්‍ය කරදර පවා ඇති වෙනවා.,asr_sinhala/data/08/086d6043c5.flac
උඹට විතරක් දැනෙන්න නම් උඹට ලොකු උරුමයක් තියෙන්න ඕන,asr_sinhala/data/c3/c3c973da3a.flac
ඊට අමතරව මුළු සිරුරම ආවරණය වන පරිදි,asr_sinhala/data/c4/c42cc1aa52.flac
දන්දිය හැක්කේ.,asr_sinhala/data/de/de7270e8be.flac
මට හිතෙනවා,asr_sinhala/data/1a/1a3d9b5204.flac
තහනම් කිරීම ඉතාම හොද වැඩකි.,asr_sinhala/data/6c/6c531d0487.flac
අන්න ඒ නිදහස් විදිහට,asr_sinhala/data/d4/d4b2ed7a30.flac
ඔන්න ඔය කාලේ,asr_sinhala/data/b0/b038f56173.flac
අත ගහලා තියෙන්නෙ.,asr_sinhala/data/05/058e82df1e.flac
තර්කානුකූලව පැහැදිලි කරන්න එන අයට ඕක අවුල්.,asr_sinhala/data/fa/fa9201e13b.flac
නමුත් ආයි ආයි කියවද්දි,asr_sinhala/data/7e/7e9cc3b460.flac
කතාබහ චරිතාංග විලීගේ චරිතයේ විවිධ පැති වලට,asr_sinhala/data/88/88398ae62e.flac
අවශ්‍ය අනෙකුත් සාරාංශ ආදිය සකස් කිරීමත්ය,asr_sinhala/data/f6/f60fd3759f.flac
ලාංකික සංස්කෘතියේ අනෙක් අංශවලට මෙන්ම,asr_sinhala/data/bd/bd62fafc21.flac
බෝසතාණන් වහන්සේගේ පියා වූයේ ය.,asr_sinhala/data/63/6381083c93.flac
දහම් පාසල් අධ්‍යාපන ක්‍රමයට හැකිවේ.,asr_sinhala/data/1e/1e5e0a3901.flac
එක්තැන් කිරීමට,asr_sinhala/data/19/1952071b78.flac
